phone,usage
012-2426-6545,5693.77
012-2426-6546,3303.51
012-2426-6547,6334.66
012-2426-6548,32194.8
012-2426-6549,6364.53
012-2426-6550,29287.21
012-2426-6551,17881.39
012-2426-6552,21448.65
012-2426-6553,5859.49
012-2426-6554,6387.84
012-2426-6557,22469.84
012-2426-6558,2085.86
012-2426-6559,19877.99
012-2426-6560,19282.43
012-2426-6561,16524.48
012-2426-6562,4466.93
012-2426-6563,4750.17
012-2426-6564,12924.56
012-2426-6566,14601.79
012-2426-6567,17715
012-2426-6568,18321.93
012-2426-6569,25265.38
012-2426-6570,5632.29
012-2426-6571,12090.66
012-2426-6572,21432.05
012-2426-6573,32817.52
012-2426-6574,17241.19
012-2426-6575,5804.28
012-2426-6576,792.85
012-2426-6577,38810.1
012-2426-6578,9471.31
012-2426-6579,9139.1
012-2426-6580,9816.94
012-2426-6581,5091.88
012-2426-6582,5063.62
012-2426-6583,19332.4
012-2426-6584,6756.77
012-2426-6585,10582.7
012-2426-6586,4482.56
012-2426-6587,4050.6
012-2426-6588,17630.26
012-2426-6589,971.78
012-2426-6590,0
012-2426-6591,5814.73
012-2426-6592,6802.22
012-2426-6593,12171.93
012-2426-6594,4462.36
012-2426-6595,11553.71
012-2426-6596,5099.48
012-2426-6597,3244.9
012-2426-6598,4881.89
012-2426-6599,6204.5
012-2426-6601,6182.18
012-2426-6602,12521.75
012-2426-6603,26961.32
012-2426-6604,5074.2
012-2426-6605,17202.17
012-2426-6606,5545.4
012-2426-6607,11191.75
012-2426-6608,21831.92
012-2426-6609,12056.77
012-2426-6610,5902.95
012-2426-6612,7285.43
012-2426-6613,23514.37
012-2426-6614,5964.93
012-2426-6615,4248.26
012-2426-6616,13915.52
012-2426-6617,8867.91
012-2426-6618,9576.48
012-2426-6619,6773
012-2426-6620,6290.05
012-2426-6621,2776.35
012-2426-6623,0
012-2426-6624,5315.35
012-2426-6625,10080.22
012-2426-6626,3237.24
012-2426-6627,9394.72
012-2426-6628,3752.6
012-2426-6629,17905.81
012-2426-6630,5523.12
012-2426-6631,8386.42
012-2426-6632,8094.23
012-2426-6634,4779.56
012-2426-6635,8357.82
012-2426-6636,6623.39
012-2426-6637,6359.31
012-2426-6638,8635.97
012-2426-6639,9774.42
012-2426-6640,8206.97
012-2426-6641,5900.79
012-2426-6642,7643.81
012-2426-6643,0
012-2426-6645,1160.62
012-2426-6646,9906.27
012-2426-6647,10742.36
012-2426-6648,7173.08
012-2426-6649,8049.86
012-2426-6650,26062.06
012-2426-6651,19340.76
012-2426-6652,13906.71
012-2426-6653,9820.31
012-2426-6654,15934.89
012-2426-6656,24561.87
012-2426-6657,7479.13
012-2426-6658,1219.8
012-2426-6659,3791.89
012-2426-6670,444.59
012-2426-6671,5033.73
012-2426-6672,6419.09
012-2426-6673,0
012-2426-6674,11154.48
012-2426-6675,22711.33
012-2426-6676,6003.27
012-2426-6678,1411.5
012-2426-6679,19385
012-2426-6680,15998.67
012-2426-6681,6436.17
012-2426-6682,5161.3
012-2426-6683,6905.07
012-2426-6684,8970.31
012-2426-6685,10878.22
012-2426-6686,5930.57
012-2426-6687,2318.82
012-2426-6689,14267.88
012-2426-6690,3005.02
012-2426-6691,1665.88
012-2426-6692,5296.24
012-2426-6693,2860.29
012-2426-6694,6297.57
012-2426-6695,20188.9
012-2426-6696,14091.95
012-2426-6697,6304.04
012-2426-6698,11902.22
012-2426-6700,5373.48
012-2426-6701,9238.23
012-2426-6702,5854.75
012-2426-6703,8033.83
012-2426-6704,21804.62
012-2426-6705,9560.65
012-2426-6706,3749.42
012-2426-6707,7962.13
012-2426-6708,10428.92
012-2426-6709,4299.6
012-2426-6710,5103.39
012-2426-6711,9398.42
012-2426-6712,15334.91
012-2426-6713,6380.61
012-2426-6714,9794.79
012-2426-6715,1663.46
012-2426-6716,20003.29
012-2426-6717,8319.17
012-2426-6718,22750.88
012-2426-6719,16256.95
012-2426-6720,7163.69
012-2426-6721,17271.98
012-2426-6722,4731.45
012-2426-6723,5028.79
012-2426-6724,11564.53
012-2426-6725,8072.84
012-2426-6726,20967.93
012-2426-6727,5622.23
012-2426-6728,3.62
012-2426-6729,10600.04
012-2426-6730,3611.07
012-2426-6731,9594.5
012-2426-6732,8247.14
012-2426-6733,9416.94
012-2426-6734,5287.14
012-2426-6735,7637.87
012-2426-6736,7235.79
012-2426-6737,3627.25
012-2426-6738,2735.02
012-2426-6739,4939.19
012-2426-6740,7931.87
012-2426-6741,10547.91
012-2426-6742,6882.69
012-2426-6743,8445.83
012-2426-6744,11080.68
012-2426-6745,10765.11
012-2426-6746,4650.82
012-2426-6747,5965.93
012-2426-6748,7391.78
012-2426-6749,6896.03
012-2426-6750,6744.31
012-2426-6751,4399.32
012-2426-6752,11220.31
012-2426-6753,5258.28
012-2426-6754,4029.43
012-2426-6755,8599.66
012-2426-6756,5492.71
012-2426-6757,3136.6
012-2426-6758,8365.98
012-2426-6759,3850.29
012-2426-6760,8635.96
012-2426-6761,5512.47
012-2426-6762,5035.02
012-2426-6763,9997.89
012-2426-6764,5983.93
012-2426-6765,7941.19
012-2426-6766,5714.8
012-2426-6768,8480.52
012-2426-6769,3054.08
012-2426-6770,6719.31
012-2426-6771,10946.77
012-2426-6772,8169.04
012-2426-6773,5551.08
012-2426-6774,6350.47
012-2426-6775,4723.25
012-2426-6778,7866.2
012-2426-6779,7563.15
012-2426-6780,24181.71
012-2426-6781,31709.79
012-2426-6782,8370.97
012-2426-6783,7912.36
012-2426-6784,11980.41
012-2426-6785,77.66
012-2426-6786,4904.82
012-2426-6787,19680.87
012-2426-6788,26995.02
012-2426-6790,5159.83
012-2426-6791,0
012-2426-6792,13631.7
012-2426-6793,7387.96
012-2426-6794,6657.38
012-2426-6795,0
012-2426-6796,9926.12
012-2426-6797,4793.87
012-2426-6798,10084.26
012-2426-6799,7773.8
012-2426-6800,4439.13
012-2426-6801,2568.43
012-2426-6802,7046.93
012-2426-6803,6614.98
012-2426-6804,8451.3
012-2426-6805,0
012-2426-6806,2150.89
012-2426-6807,1026.82
012-2426-6808,5980.75
012-2426-6809,30495.57
012-2426-6810,6153.68
012-2426-6811,7734.53
012-2426-6812,5448.65
012-2426-6813,11451.83
012-2426-6814,12258.18
012-2426-6815,6641.92
012-2426-6816,2371.02
012-2426-6817,6110.13
012-2426-6818,19859.17
012-2426-6819,13398.93
012-2426-6820,1650.43
012-2426-6821,6384.16
012-2426-6822,3834.09
012-2426-6823,9508.42
012-2426-6824,6754.15
012-2426-6825,7543.08
012-2426-6826,5873.88
012-2426-6827,4533.18
012-2426-6828,2194.45
012-2426-6829,7436.75
012-2426-6830,5916.99
012-2426-6831,6211.52
012-2426-6832,9996.58
012-2426-6833,1166.43
012-2426-6834,4543.31
012-2426-6835,7805.86
012-2426-6836,6661.83
012-2426-6837,5583.11
012-2426-6838,7722.91
012-2426-6839,10666.25
012-2426-6840,11701.25
012-2426-6841,25790.04
012-2426-6842,20454.44
012-2426-6843,2118.93
012-2426-6844,6290.39
012-2426-6845,20784.86
012-2426-6846,9954.66
012-2426-6847,6893.16
012-2426-6848,17965.05
012-2426-6849,203.07
012-2426-6850,0
012-2426-6851,6509.02
012-2426-6852,7408.64
012-2426-6853,24895.38
012-2426-6854,7512.26
012-2426-6855,8142.8
012-2426-6856,6898.27
012-2426-6857,7406.53
012-2426-6858,19446.1
012-2426-6859,25433.21
012-2426-6860,15986.91
012-2426-6861,26071.25
012-2426-6862,16539.72
012-2426-6863,13363.87
012-2426-6864,28474.63
012-2426-6865,23145.94
012-2426-6866,10896.34
012-2426-6867,10660.38
012-2426-6869,10361.76
012-2426-6870,4252.99
012-2426-6871,0
012-2426-6872,8477.03
012-2426-6873,9385.2
012-2426-6874,5896.74
012-2426-6875,4810.38
012-2426-6876,6676.03
012-2426-6877,8351.99
012-2426-6878,6449.87
012-2426-6879,4787.03
012-2426-6880,10088.81
012-2426-6881,6069.31
012-2426-6882,4134.29
012-2426-6883,8216.28
012-2426-6884,10312.79
012-2426-6885,6853.82
012-2426-6887,6924.88
012-2426-6889,4147.48
012-2426-6890,8138.36
012-2426-6891,5000.69
012-2426-6892,16371.37
012-2426-6893,3865.25
012-2426-6894,453.72
012-2426-6895,1550.98
012-2426-6896,5862.8
012-2426-6897,18209.74
012-2426-6898,7993.31
012-2426-6899,9151.86
012-2426-6900,19341.18
012-2426-6901,6114.61
012-2426-6902,25556.37
012-2426-6903,11415.67
012-2426-6904,8075.13
012-2426-6905,5798.24
012-2426-6906,10976.32
012-2426-6907,8832.7
012-2426-6908,6951.28
012-2426-6909,5242.89
012-2426-6910,7726.27
012-2426-6911,3912.26
012-2426-6912,18358.05
012-2426-6913,17094.72
012-2426-6914,3805.01
012-2426-6915,7613.72
012-2426-6916,3835.39
012-2426-6917,6985.27
012-2426-6918,9513.39
012-2426-6919,22174.27
012-2426-6920,2428.21
012-2426-6921,8578.55
012-2426-6922,4026.82
012-2426-6923,6039.82
012-2426-6924,9802.17
012-2426-6925,7250.85
012-2426-6926,767.56
012-2426-6927,730.68
012-2426-6928,3217.96
012-2426-6929,1998.39
012-2426-6930,5072.34
012-2426-6931,10058.31
012-2426-6932,7217.99
012-2426-6933,4469.06
012-2426-6934,6329.23
012-2426-6935,4932.92
012-2426-6936,2683
012-2426-6937,5370.06
012-2426-6938,6570.04
012-2426-6939,17321.65
012-2426-6940,12382.55
012-2426-6941,4514.77
012-2426-6942,7784.52
012-2426-6943,8383.71
012-2426-6944,5678.06
012-2426-6945,3738.27
012-2426-6946,9886.27
012-2426-6947,7998.28
012-2426-6948,0
012-2426-6949,5648.93
012-2426-6950,5593.27
012-2426-6951,4807.36
012-2426-6952,5732.62
012-2426-6953,9962.77
012-2426-6954,7184.66
012-2426-6955,20402.78
012-2426-6956,6875.93
012-2426-6957,9445.48
012-2426-6958,3655.58
012-2426-6959,3356.81
012-2426-6960,9633.79
012-2426-6961,10144.48
012-2426-6962,10773.98
012-2426-6963,6781.15
012-2426-6964,12706.87
012-2426-6965,0
012-2426-6966,5790.77
012-2426-6967,8273.12
012-2426-6968,9686.52
012-2426-6970,4581.9
012-2426-6971,5866.5
012-2426-6972,8014.56
012-2426-6973,8431.26
012-2426-6974,4230.81
012-2426-6975,2260.2
012-2426-6976,8678.97
012-2426-6977,22330.57
012-2426-6978,3889.02
012-2426-6979,6649.85
012-2426-6980,5648.1
012-2426-6981,9225.21
012-2426-6982,8311.4
012-2426-6983,4539.63
012-2426-6984,1544.23
012-2426-6985,7231.2
012-2426-6986,2998.23
012-2426-6987,7946.08
012-2426-6988,3554.5
012-2426-6989,11799.82
012-2426-6990,9953.67
012-2426-6991,10810.66
012-2426-6992,5466.7
012-2426-6993,5071.43
012-2426-6994,6271.78
012-2426-6995,7702.48
012-2426-6997,17434.89
012-2426-6998,6980.53
012-2426-7001,14293.03
012-2426-7002,5248.91
012-2426-7003,7466.46
012-2426-7004,6766.26
012-2426-7005,8010.35
012-2426-7006,22808.44
012-2426-7008,4045.82
012-2426-7009,4402.17
012-2426-7010,3831.5
012-2426-7011,17703.27
012-2426-7012,5478.29
012-2426-7013,3887.68
012-2426-7014,5431.9
012-2426-7015,9343.12
012-2426-7016,20714.37
012-2426-7017,2708.51
012-2426-7018,2154.44
012-2426-7019,2652.96
012-2426-7020,5719.12
012-2426-7021,6913.7
012-2426-7022,11946.75
012-2426-7023,7565.77
012-2426-7024,10277.87
012-2426-7025,2194.16
012-2426-7026,24207.59
012-2426-7027,16422.57
012-2426-7028,12662.48
012-2426-7029,3609.46
012-2426-7030,15622.55
012-2426-7031,6547.49
012-2426-7032,12046.22
012-2426-7033,9237.21
012-2426-7034,9000.53
012-2426-7035,0
012-2426-7036,5406.42
012-2426-7037,8458.22
012-2426-7038,7366.67
012-2426-7039,6070.66
012-2426-7040,0
012-2426-7041,30673.37
012-2426-7042,21637.8
012-2426-7043,3612.32
012-2426-7044,12036.64
012-2426-7045,5811.59
012-2426-7046,23210.95
012-2426-7047,9897.09
012-2426-7048,4110.86
012-2426-7049,6547.81
012-2426-7050,7280.94
012-2426-7051,1434.68
012-2426-7052,17225.23
012-2426-7053,4269.74
012-2426-7054,4927.74
012-2426-7055,8465.91
012-2426-7056,5107.16
012-2426-7057,10807.3
012-2426-7058,13081.86
012-2426-7059,7059.17
012-2426-7060,7403.54
012-2426-7061,9372.21
012-2426-7062,8531.89
012-2426-7063,15074.14
012-2426-7064,7401.51
012-2426-7065,7453.61
012-2426-7066,3734.25
012-2426-7067,7910.93
012-2426-7068,7188.02
012-2426-7069,3981.37
012-2426-7071,5775.39
012-2426-7072,8830.01
012-2426-7073,7241.84
012-2426-7074,4211.81
012-2426-7075,6016.07
012-2426-7076,5311.18
012-2426-7077,3440.64
012-2426-7078,7340.3
012-2426-7079,6958.35
012-2426-7080,3361.23
012-2426-7081,6448.91
012-2426-7082,7186.07
012-2426-7083,8433.54
012-2426-7084,7988.65
012-2426-7085,537.52
012-2426-7086,16308.46
012-2426-7087,28947.59
012-2426-7088,7644.15
012-2426-7089,3363.68
012-2426-7090,3874.99
012-2426-7091,6384.99
012-2426-7092,7672.59
012-2426-7093,6139.75
012-2426-7094,11931.86
012-2426-7095,5583.94
012-2426-7096,6965.66
012-2426-7097,7250.63
012-2426-7098,2441.86
012-2426-7099,5318.63
012-2426-7100,6766.36
012-2426-7101,3574.36
012-2426-7102,6755.23
012-2426-7103,17206.09
012-2426-7104,4784.24
012-2426-7105,3779.01
012-2426-7106,6336.36
012-2426-7107,6312.11
012-2426-7108,5645.89
012-2426-7109,4333.76
012-2426-7110,7084.38
012-2426-7112,7949.89
012-2426-7113,6237.39
012-2426-7114,9007.32
012-2426-7115,7632.58
012-2426-7116,4588.01
012-2426-7118,4938.2
012-2426-7119,6581.95
012-2426-7120,5572.57
012-2426-7121,9303.03
012-2426-7122,9124.82
012-2426-7123,7255.83
012-2426-7124,5729.76
012-2426-7125,5499.65
012-2426-7126,8180.04
012-2426-7127,4152.76
012-2426-7128,8376.41
012-2426-7129,4957.75
012-2426-7130,5850.32
012-2426-7131,12217.53
012-2426-7132,10246.38
012-2426-7133,7326.18
012-2426-7134,0
012-2426-7135,0
012-2426-7136,7880.42
012-2426-7137,7070.23
012-2426-7138,4198.75
012-2426-7139,10655.2
012-2426-7140,7157.83
012-2426-7141,2503.65
012-2426-7143,0
012-2426-7144,6781.82
012-2426-7145,6058.04
012-2426-7146,14069.97
012-2426-7147,36.49
012-2426-7148,25079.75
012-2426-7149,8227.5
012-2426-7150,621.13
012-2426-7151,3335.59
012-2426-7152,5100.14
012-2426-7153,17218.18
012-2426-7154,23648.15
012-2426-7155,5181.17
012-2426-7156,21291.57
012-2426-7157,18593.93
012-2426-7158,5564.9
012-2426-7159,5312.72
012-2426-7160,11590
012-2426-7161,9276.66
012-2426-7162,19717.11
012-2426-7163,33717.91
012-2426-7164,6555.65
012-2426-7165,6506.33
012-2426-7166,387.65
012-2426-7167,1661.75
012-2426-7168,7089.56
012-2426-7169,702.71
012-2426-7170,11900.99
012-2426-7172,0
012-2426-7173,9072.44
012-2426-7174,4788.55
012-2426-7175,8339.69
012-2426-7176,3925.04
012-2426-7177,7048.41
012-2426-7178,7390.83
012-2426-7180,6086.5
012-2426-7181,3774.06
012-2426-7182,5581.26
012-2426-7183,7747.12
012-2426-7184,7601.16
012-2426-7185,8392.86
012-2426-7186,11904.9
012-2426-7187,7157.82
012-2426-7188,6918.79
012-2426-7189,6497.26
012-2426-7190,4036.87
012-2426-7191,274.33
012-2426-7192,9636.31
012-2426-7193,9668.02
012-2426-7194,5975.63
012-2426-7195,10555.15
012-2426-7196,2656.41
012-2426-7197,4922.09
012-2426-7198,1686.68
012-2426-7199,5486.87
012-2426-7200,15444.06
012-2426-7201,5211.98
012-2426-7202,7351.24
012-2426-7203,5257.73
012-2426-7204,9165.9
012-2426-7205,18911.74
012-2426-7206,6682.5
012-2426-7207,12920.52
012-2426-7208,1945.74
012-2426-7209,6311.44
012-2426-7210,6454.19
012-2426-7211,8915.23
012-2426-7212,8700.23
012-2426-7213,4932.37
012-2426-7214,5144.45
012-2426-7215,10242.62
012-2426-7216,25429.51
012-2426-7217,12321.16
012-2426-7218,4865.86
012-2426-7219,5282.45
012-2426-7220,7077.37
012-2426-7221,19808.63
012-2426-7223,6557.36
012-2426-7224,10777.88
012-2426-7225,9703.46
012-2426-7226,23329.67
012-2426-7228,17166.36
012-2426-7229,5773.54
012-2426-7230,1532.81
012-2426-7231,22281.47
012-2426-7232,4690.14
012-2426-7233,13455.18
012-2426-7234,10722.96
012-2426-7235,6023.84
012-2426-7236,9003.46
012-2426-7237,0
012-2426-7238,13459.08
012-2426-7239,8654.18
012-2426-7240,5503.43
012-2426-7241,31858.77
012-2426-7242,9241.67
012-2426-7243,0
012-2426-7244,6960.3
012-2426-7245,6813.11
012-2426-7246,7499.73
012-2426-7247,4373.06
012-2426-7248,15931.39
012-2426-7249,7476.38
012-2426-7250,11123.07
012-2426-7251,11653.35
012-2426-7252,16134.61
012-2426-7253,5827.4
012-2426-7254,163.52
012-2426-7255,5317.46
012-2426-7256,16450.1
012-2426-7257,1115.06
012-2426-7258,8567.55
012-2426-7259,6962.69
012-2426-7260,5339.6
012-2426-7261,10888.38
012-2426-7262,32095.75
012-2426-7263,9360.11
012-2426-7264,6270.54
012-2426-7265,6908.08
012-2426-7266,8560.84
012-2426-7267,8804.93
012-2426-7268,12797.96
012-2426-7269,24053.88
012-2426-7270,8617.05
012-2426-7271,24123.01
012-2426-7273,5507.83
012-2426-7274,8025.96
012-2426-7275,15090.91
012-2426-7276,3505.16
012-2426-7277,6081.5
012-2426-7278,23719.97
012-2426-7279,4837.73
012-2426-7280,6268.57
012-2426-7283,10854.66
012-2426-7284,7990.22
012-2426-7285,6109.34
012-2426-7286,4730.39
012-2426-7287,8404.05
012-2426-7288,5284.32
012-2426-7289,5612.05
012-2426-7290,9848.12
012-2426-7291,9088.81
012-2426-7292,3918.53
012-2426-7293,6508.12
012-2426-7294,4201.98
012-2426-7295,5490.33
012-2426-7296,5819.29
012-2426-7297,5215.21
012-2426-7298,7130.85
012-2426-7299,3561.95
012-2426-7300,8261.55
012-2426-7301,7091.31
012-2426-7302,10318.12
012-2426-7303,4047.67
012-2426-7304,4838.41
012-2426-7305,11243.26
012-2426-7306,6284.13
012-2426-7307,12175.39
012-2426-7308,9826.82
012-2426-7309,9756.41
012-2426-7310,8252.97
012-2426-7311,7809.69
012-2426-7312,6014.67
012-2426-7313,6230.25
012-2426-7314,5207.6
012-2426-7315,6016.79
012-2426-7316,8069.29
012-2426-7317,5244.96
012-2426-7318,6585.36
012-2426-7319,11007.71
012-2426-7320,3370.62
012-2426-7321,7643.72
012-2426-7322,4578.85
012-2426-7323,271.15
012-2426-7324,6452.67
012-2426-7325,8287.25
012-2426-7326,6526.23
012-2426-7327,6019.29
012-2426-7328,2060.61
012-2426-7329,6886.82
012-2426-7330,5358.52
012-2426-7331,3934.37
012-2426-7332,4243.07
012-2426-7334,5714.11
012-2426-7335,6612.18
012-2426-7336,6956.69
012-2426-7338,4613.37
012-2426-7339,4934.6
012-2426-7340,5124.16
012-2426-7341,8837.38
012-2426-7342,7113.34
012-2426-7343,15575.87
012-2426-7344,14969.73
012-2426-7345,9977.56
012-2426-7346,1820.1
012-2426-7347,7629.65
012-2426-7348,32418.49
012-2426-7349,8824.81
012-2426-7350,6840.66
012-2426-7351,10538.24
012-2426-7352,7166.74
012-2426-7353,8687.07
012-2426-7354,24646.41
012-2426-7355,8199.64
012-2426-7356,5755.92
012-2426-7357,8722.58
012-2426-7358,16118.5
012-2426-7359,25138.25
012-2426-7360,8331.44
012-2426-7361,13227.57
012-2426-7362,18038.16
012-2426-7363,14959.61
012-2426-7364,25717.06
012-2426-7365,8212.15
012-2426-7366,6842.37
012-2426-7367,1281.29
012-2426-7368,23343.75
012-2426-7369,19920.27
012-2426-7370,3332.95
012-2426-7371,5325.8
012-2426-7372,5018.16
012-2426-7374,14657.58
012-2426-7375,10309.41
012-2426-7376,4922.78
012-2426-7377,9223.51
012-2426-7378,14200.55
012-2426-7379,17817.98
012-2426-7380,9049
012-2426-7381,8193.55
012-2426-7382,9935.21
012-2426-7383,15613.01
012-2426-7384,4231.59
012-2426-7385,14436.94
012-2426-7386,7613.49
012-2426-7387,4256.21
012-2426-7388,14631.72
012-2426-7389,9310.46
012-2426-7390,8080.32
012-2426-7391,8772.75
012-2426-7392,0
012-2426-7393,5009.77
012-2426-7394,10598.46
012-2426-7395,5925.1
012-2426-7396,6700.48
012-2426-7397,7942.83
012-2426-7398,3210.36
012-2426-7399,8932.93
012-2426-7400,8115.91
012-2426-7401,4602.05
012-2426-7402,7478.09
012-2426-7403,4165.45
012-2426-7404,8185.79
012-2426-7405,13995.74
012-2426-7406,11130.41
012-2426-7407,7127.75
012-2426-7408,8473.43
012-2426-7409,17007.79
012-2426-7410,6818.66
012-2426-7411,11529.08
012-2426-7412,5424.47
012-2426-7413,24260.43
012-2426-7414,1542.95
012-2426-7415,3653.34
012-2426-7416,5983.07
012-2426-7417,4592.71
012-2426-7418,5459.59
012-2426-7419,6157.86
012-2426-7420,6104.26
012-2426-7421,11230.38
012-2426-7422,11928.79
012-2426-7423,6600.76
012-2426-7424,10866.19
012-2426-7425,7996.61
012-2426-7426,8658.2
012-2426-7427,6821.38
012-2426-7428,7848.05
012-2426-7429,9703.11
012-2426-7430,4656.99
012-2426-7431,5601.76
012-2426-7432,6071.51
012-2426-7433,7113.83
012-2426-7434,7179.96
012-2426-7435,6947.44
012-2426-7436,8144.99
012-2426-7437,11898.93
012-2426-7438,8345.62
012-2426-7439,7698.29
012-2426-7440,6744.1
012-2426-7441,7780
012-2426-7442,8748.61
012-2426-7443,865.01
012-2426-7445,6306.48
012-2426-7446,4659.7
012-2426-7448,4181.38
012-2426-7449,11504.92
012-2426-7450,4966.63
012-2426-7451,0
012-2426-7452,9901.08
012-2426-7453,2146.16
012-2426-7454,8996.32
012-2426-7455,8622.36
012-2426-7456,6425.92
012-2426-7457,4026.6
012-2426-7458,4456.96
012-2426-7459,6844.13
012-2426-7460,3612.89
012-2426-7461,8607.69
012-2426-7462,6851.51
012-2426-7463,6686.69
012-2426-7464,7158.72
012-2426-7465,7846.51
012-2426-7466,4996.91
012-2426-7467,6832.09
012-2426-7468,13816.29
012-2426-7469,8017.53
012-2426-7470,2503.51
012-2426-7471,7559.66
012-2426-7472,11019.2
012-2426-7473,911.88
012-2426-7475,5413.76
012-2426-7476,3158
012-2426-7477,0
012-2426-7478,6949.03
012-2426-7479,9362.11
012-2426-7480,7197.8
012-2426-7481,8588.01
012-2426-7482,6859.58
012-2426-7483,34301.84
012-2426-7484,3321.88
012-2426-7485,5097.59
012-2426-7486,3877.3
012-2426-7487,5172.76
012-2426-7488,9986.13
012-2426-7489,5934.16
012-2426-7490,5999.06
012-2426-7491,3666.35
012-2426-7492,6255.22
012-2426-7493,9064.98
012-2426-7494,6518.28
012-2426-7495,4543.34
012-2426-7496,10181.42
012-2426-7497,8489.95
012-2426-7498,6058.83
012-2426-7499,0
012-2426-7500,4193.13
012-2426-7501,4657.27
012-2426-7502,2202.79
012-2426-7503,10679.83
012-2426-7504,14365.51
012-2426-7505,6663.53
012-2426-7506,6575.56
012-2426-7507,4098.05
012-2426-7508,7341.57
012-2426-7509,5845.99
012-2426-7510,5205.01
012-2426-7511,9390.68
012-2426-7512,3888.21
012-2426-7513,7499.22
012-2426-7514,7675.19
012-2426-7515,9503.65
012-2426-7516,11187.65
012-2426-7517,7919.85
012-2426-7518,7588.27
012-2426-7519,4684.21
012-2426-7520,7969.28
012-2426-7521,8766.75
012-2426-7522,3556.11
012-2426-7523,5495.14
012-2426-7524,4459.04
012-2426-7525,0
012-2426-7526,14951.99
012-2426-7527,6573.32
012-2426-7528,7125.9
012-2426-7529,9120.38
012-2426-7530,8898.85
012-2426-7531,5710.83
012-2426-7532,4445.42
012-2426-7533,12132.64
012-2426-7534,5244.67
012-2426-7535,6945.19
012-2426-7536,6651.6
012-2426-7640,52.71
012-2426-7641,6147.57
012-2426-7642,12726.38
012-2426-7643,4942.95
012-2426-7644,6734.27
012-2426-7645,9503.76
012-2426-7646,7152.27
012-2426-7647,6584.64
012-2426-7648,3173.51
012-2426-7649,5255.88
012-2426-7650,5900.77
012-2426-7651,7723
012-2426-7652,6139.18
012-2426-7653,8887.39
012-2426-7655,12306.65
012-2426-7656,7275.26
012-2426-7657,8930.21
012-2426-7658,5689.9
012-2426-7659,6065.59
012-2426-7660,2568.63
012-2426-7661,2035.93
012-2426-7662,7393.34
012-2426-7663,25468.52
012-2426-7664,7569.22
012-2426-7665,7180.72
012-2426-7668,12349.01
012-2426-7669,6646.5
012-2426-7670,6807.24
012-2426-7671,6824.56
012-2426-7672,5661.16
012-2426-7673,21622.15
012-2426-7674,18248.14
012-2426-7675,26266.14
012-2426-7677,0
012-2426-7678,7722.62
012-2426-7679,21818.46
012-2426-7680,18037.51
012-2426-7681,6046.58
012-2426-7682,10060.2
012-2426-7683,5976.78
012-2426-7684,0
012-2426-7685,8121.43
012-2426-7686,4638.64
012-2426-7687,7125.16
012-2426-7688,7352.79
012-2426-7689,7862.9
012-2426-7690,3938.59
012-2426-7691,4684.52
012-2426-7692,4805.56
012-2426-7693,4746.19
012-2426-7694,3218.2
012-2426-7695,4835.54
012-2426-7696,8451.03
012-2426-7697,5732.85
012-2426-7698,7484.86
012-2426-7699,6701.83
012-2426-7701,5136.49
012-2426-7702,5769.14
012-2426-7703,11996.45
012-2426-7704,7260.28
012-2426-7705,2028.28
012-2426-7706,1549.31
012-2426-7707,2570.34
012-2426-7708,9232.79
012-2426-7709,5551.02
012-2426-7710,6860.71
012-2426-7712,3704.08
012-2426-7713,3853.11
012-2426-7714,5973.58
012-2426-7715,5140.78
012-2426-7716,4470.36
012-2426-7717,8544.86
012-2426-7718,7011.53
012-2426-7719,2663.66
012-2426-7720,1179.93
012-2426-7721,2824.64
012-2426-7723,5718.9
012-2426-7724,4821.43
012-2426-7725,2372.32
012-2426-7726,5420.43
012-2426-7727,5257.41
012-2426-7728,3373.59
012-2426-7729,4200.23
012-2426-7730,3137.65
012-2426-7731,4870.72
012-2426-7732,5303.35
012-2426-7734,272.31
012-2426-7735,2666.46
012-2426-7736,0
012-2426-7737,8410.95
012-2426-7738,6767.88
012-2426-7739,8093.25
012-2426-7740,7367.84
012-2426-7741,0
012-2426-7742,5588.45
012-2426-7743,4656.24
012-2426-7745,7727.82
012-2426-7746,7539.6
012-2426-7747,3483.82
012-2426-7748,3061.5
012-2426-7749,4771.04
012-2426-7750,1849.25
012-2426-7751,6899.94
012-2426-7752,2441.49
012-2426-7753,7561.52
012-2426-7754,10154.12
012-2426-7756,2352.72
012-2426-7757,6918.75
012-2426-7758,7031.43
012-2426-7759,6831.66
012-2426-7760,5476.31
012-2426-7761,3377.21
012-2426-7762,5372.53
012-2426-7763,2527.48
012-2426-7764,10253.01
012-2426-7765,2033.41
012-2426-7767,6183.37
012-2426-7768,5380.95
012-2426-7769,2013.54
012-2426-7780,8179.98
012-2426-7781,5489.72
012-2426-7782,5555.96
012-2426-7783,2464.03
012-2426-7784,0
012-2426-7785,7222.58
012-2426-7786,0
012-2426-7787,9606.19
012-2426-7789,4425.97
012-2426-7790,9817.55
012-2426-7791,6191.34
012-2426-7792,3535.55
012-2426-7793,4183.49
012-2426-7794,8054.99
012-2426-7795,2456.29
012-2426-7796,3792.56
012-2426-7797,5578.21
012-2426-7798,2706.93
012-2426-7800,11624.89
012-2426-7801,6724.48
012-2426-7802,7900.23
012-2426-7803,5916.01
012-2426-7804,6125.93
012-2426-7805,10038.28
012-2426-7806,4014.45
012-2426-7807,6782.27
